date,commodity,market,modal_price,arrivals
2023-01-22,Tomato,Kolhapur,1693.55,97.44
2023-01-23,Tomato,Kolhapur,1728.24,95.44
2023-01-24,Tomato,Kolhapur,1537.78,90.05
2023-01-25,Tomato,Kolhapur,1831.17,95.02
2023-01-26,Tomato,Kolhapur,1769.94,106.47
2023-01-27,Tomato,Kolhapur,1558.6,96.03
2023-01-28,Tomato,Kolhapur,1761.43,80.79
2023-01-29,Tomato,Kolhapur,1633.76,90.34
2023-01-30,Tomato,Kolhapur,1597.18,97.64
2023-01-31,Tomato,Kolhapur,1630.43,92.28
2023-02-01,Tomato,Kolhapur,1723.9,109.5
2023-02-02,Tomato,Kolhapur,1786.35,94.67
2023-02-03,Tomato,Kolhapur,1894.21,97.6
2023-02-04,Tomato,Kolhapur,1796.88,89.16
2023-02-05,Tomato,Kolhapur,1656.77,102.85
2023-02-06,Tomato,Kolhapur,1814.69,93.51
2023-02-07,Tomato,Kolhapur,1632.72,78.92
2023-02-08,Tomato,Kolhapur,1521.63,103.25
2023-02-09,Tomato,Kolhapur,1812.0,56.45
2023-02-10,Tomato,Kolhapur,1643.83,86.17
2023-02-11,Tomato,Kolhapur,1764.84,82.88
2023-02-12,Tomato,Kolhapur,1574.23,91.38
2023-02-13,Tomato,Kolhapur,1632.53,98.37
2023-02-14,Tomato,Kolhapur,1701.12,102.07
2023-02-15,Tomato,Kolhapur,1728.58,109.56
2023-02-16,Tomato,Kolhapur,1677.98,105.66
2023-02-17,Tomato,Kolhapur,1772.23,88.16
2023-02-18,Tomato,Kolhapur,1818.95,78.69
2023-02-19,Tomato,Kolhapur,1887.44,76.34
2023-02-20,Tomato,Kolhapur,1580.01,79.0
2023-02-21,Tomato,Kolhapur,1753.99,84.86
2023-02-22,Tomato,Kolhapur,1766.94,76.26
2023-02-23,Tomato,Kolhapur,1805.71,94.01
2023-02-24,Tomato,Kolhapur,1694.41,105.08
2023-02-25,Tomato,Kolhapur,1820.3,92.05
2023-02-26,Tomato,Kolhapur,1859.71,105.75
2023-02-27,Tomato,Kolhapur,1660.5,114.05
2023-02-28,Tomato,Kolhapur,1649.08,109.09
2023-03-01,Tomato,Kolhapur,1872.42,85.96
2023-03-02,Tomato,Kolhapur,1754.1,88.83
2023-03-03,Tomato,Kolhapur,1663.25,87.38
2023-03-04,Tomato,Kolhapur,1823.41,103.38
2023-03-05,Tomato,Kolhapur,1763.66,77.78
2023-03-06,Tomato,Kolhapur,1629.38,96.71
2023-03-07,Tomato,Kolhapur,1705.09,113.07
2023-03-08,Tomato,Kolhapur,1685.55,105.02
2023-03-09,Tomato,Kolhapur,1696.72,91.36
2023-03-10,Tomato,Kolhapur,1793.17,99.55
2023-03-11,Tomato,Kolhapur,1824.47,82.1
2023-03-12,Tomato,Kolhapur,1787.01,86.38
2023-03-13,Tomato,Kolhapur,1604.37,102.74
2023-03-14,Tomato,Kolhapur,1928.74,109.49
2023-03-15,Tomato,Kolhapur,1816.33,94.61
2023-03-16,Tomato,Kolhapur,1464.91,145.79
2023-03-17,Tomato,Kolhapur,1951.86,96.79
2023-03-18,Tomato,Kolhapur,1789.65,58.43
2023-03-19,Tomato,Kolhapur,1803.7,91.81
2023-03-20,Tomato,Kolhapur,1613.46,105.66
2023-03-21,Tomato,Kolhapur,1931.65,91.32
2023-03-22,Tomato,Kolhapur,1824.37,96.53
2023-03-23,Tomato,Kolhapur,1745.74,105.03
2023-03-24,Tomato,Kolhapur,1967.84,85.39
2023-03-25,Tomato,Kolhapur,1694.8,74.91
2023-03-26,Tomato,Kolhapur,1845.96,98.85
2023-03-27,Tomato,Kolhapur,1829.86,86.75
2023-03-28,Tomato,Kolhapur,1819.72,82.66
2023-03-29,Tomato,Kolhapur,1701.39,80.48
2023-03-30,Tomato,Kolhapur,1668.54,104.69
2023-03-31,Tomato,Kolhapur,1754.64,83.07
2023-04-01,Tomato,Kolhapur,1623.57,108.6
2023-04-02,Tomato,Kolhapur,1915.35,71.5
2023-04-03,Tomato,Kolhapur,1771.95,78.61
2023-04-04,Tomato,Kolhapur,1769.76,101.81
2023-04-05,Tomato,Kolhapur,1980.78,77.54
2023-04-06,Tomato,Kolhapur,1870.32,99.53
2023-04-07,Tomato,Kolhapur,1767.89,110.17
2023-04-08,Tomato,Kolhapur,1746.33,100.16
2023-04-09,Tomato,Kolhapur,1716.39,102.8
2023-04-10,Tomato,Kolhapur,1836.48,107.83
2023-04-11,Tomato,Kolhapur,2004.46,97.04
2023-04-12,Tomato,Kolhapur,1864.06,83.06
2023-04-13,Tomato,Kolhapur,1511.04,122.51
2023-04-14,Tomato,Kolhapur,2004.94,87.98
2023-04-15,Tomato,Kolhapur,1660.69,117.72
2023-04-16,Tomato,Kolhapur,1913.2,56.39
2023-04-17,Tomato,Kolhapur,1796.54,95.26
2023-04-18,Tomato,Kolhapur,1586.21,83.85
2023-04-19,Tomato,Kolhapur,1908.72,88.18
2023-04-20,Tomato,Kolhapur,1662.68,86.93
2023-04-21,Tomato,Kolhapur,1631.42,99.35
2023-04-22,Tomato,Kolhapur,1864.65,106.54
2023-04-23,Tomato,Kolhapur,1692.99,90.45
2023-04-24,Tomato,Kolhapur,1832.0,104.49
2023-04-25,Tomato,Kolhapur,1815.01,109.89
2023-04-26,Tomato,Kolhapur,1987.15,59.54
2023-04-27,Tomato,Kolhapur,1949.95,104.96
2023-04-28,Tomato,Kolhapur,1625.1,105.43
2023-04-29,Tomato,Kolhapur,1840.93,73.5
2023-04-30,Tomato,Kolhapur,1755.67,95.6
2023-05-01,Tomato,Kolhapur,1631.75,93.13
2023-05-02,Tomato,Kolhapur,1927.77,111.62
2023-05-03,Tomato,Kolhapur,1625.43,58.49
2023-05-04,Tomato,Kolhapur,1904.53,114.63
2023-05-05,Tomato,Kolhapur,1859.4,84.8
2023-05-06,Tomato,Kolhapur,1622.22,107.84
2023-05-07,Tomato,Kolhapur,1876.87,78.51
2023-05-08,Tomato,Kolhapur,1781.3,85.71
2023-05-09,Tomato,Kolhapur,1836.71,59.13
2023-05-10,Tomato,Kolhapur,1791.73,86.32
2023-05-11,Tomato,Kolhapur,1961.83,89.69
2023-05-12,Tomato,Kolhapur,1824.71,76.34
2023-05-13,Tomato,Kolhapur,1710.96,100.96
2023-05-14,Tomato,Kolhapur,1692.11,92.16
2023-05-15,Tomato,Kolhapur,1764.47,67.2
2023-05-16,Tomato,Kolhapur,1667.61,108.61
2023-05-17,Tomato,Kolhapur,1680.88,131.29
2023-05-18,Tomato,Kolhapur,1736.55,66.24
2023-05-19,Tomato,Kolhapur,1776.42,76.58
2023-05-20,Tomato,Kolhapur,1761.41,84.54
2023-05-21,Tomato,Kolhapur,1658.1,112.68
2023-05-22,Tomato,Kolhapur,1525.39,95.19
2023-05-23,Tomato,Kolhapur,1641.11,117.89
2023-05-24,Tomato,Kolhapur,1668.19,82.63
2023-05-25,Tomato,Kolhapur,1735.07,80.66
2023-05-26,Tomato,Kolhapur,1614.63,109.25
2023-05-27,Tomato,Kolhapur,1357.83,94.71
2023-05-28,Tomato,Kolhapur,1617.71,121.95
2023-05-29,Tomato,Kolhapur,1749.49,93.02
2023-05-30,Tomato,Kolhapur,1680.76,98.1
2023-05-31,Tomato,Kolhapur,1719.68,96.58
2023-06-01,Tomato,Kolhapur,1920.84,80.06
2023-06-02,Tomato,Kolhapur,1705.18,95.84
2023-06-03,Tomato,Kolhapur,1793.95,81.32
2023-06-04,Tomato,Kolhapur,1634.16,75.44
2023-06-05,Tomato,Kolhapur,1793.55,68.89
2023-06-06,Tomato,Kolhapur,1736.75,119.23
2023-06-07,Tomato,Kolhapur,1899.96,82.89
2023-06-08,Tomato,Kolhapur,1624.21,97.4
2023-06-09,Tomato,Kolhapur,1770.63,90.67
2023-06-10,Tomato,Kolhapur,1626.49,114.51
2023-06-11,Tomato,Kolhapur,1661.36,94.73
2023-06-12,Tomato,Kolhapur,1547.75,116.98
2023-06-13,Tomato,Kolhapur,1679.27,96.13
2023-06-14,Tomato,Kolhapur,1422.91,120.88
2023-06-15,Tomato,Kolhapur,1506.94,109.98
2023-06-16,Tomato,Kolhapur,1546.31,85.53
2023-06-17,Tomato,Kolhapur,1747.78,95.09
2023-06-18,Tomato,Kolhapur,1637.99,127.22
2023-06-19,Tomato,Kolhapur,1861.91,85.3
2023-06-20,Tomato,Kolhapur,1469.48,125.91
2023-06-21,Tomato,Kolhapur,1461.6,112.14
2023-06-22,Tomato,Kolhapur,1587.41,101.12
2023-06-23,Tomato,Kolhapur,1763.31,81.14
2023-06-24,Tomato,Kolhapur,1539.77,113.26
2023-06-25,Tomato,Kolhapur,1823.99,127.63
2023-06-26,Tomato,Kolhapur,1431.81,99.91
2023-06-27,Tomato,Kolhapur,1478.69,117.03
2023-06-28,Tomato,Kolhapur,1606.35,112.39
2023-06-29,Tomato,Kolhapur,1548.19,112.05
2023-06-30,Tomato,Kolhapur,1570.69,102.79
2023-07-01,Tomato,Kolhapur,1519.57,123.1
2023-07-02,Tomato,Kolhapur,1433.75,104.42
2023-07-03,Tomato,Kolhapur,1795.54,110.8
2023-07-04,Tomato,Kolhapur,1477.21,92.51
2023-07-05,Tomato,Kolhapur,1636.65,107.76
2023-07-06,Tomato,Kolhapur,1714.31,73.77
2023-07-07,Tomato,Kolhapur,1725.99,80.92
2023-07-08,Tomato,Kolhapur,1724.83,70.26
2023-07-09,Tomato,Kolhapur,1427.58,132.19
2023-07-10,Tomato,Kolhapur,1770.96,94.15
2023-07-11,Tomato,Kolhapur,1514.92,102.64
2023-07-12,Tomato,Kolhapur,1600.81,107.02
2023-07-13,Tomato,Kolhapur,1512.3,73.96
2023-07-14,Tomato,Kolhapur,1479.05,80.99
2023-07-15,Tomato,Kolhapur,1632.84,103.7
2023-07-16,Tomato,Kolhapur,1524.25,98.75
2023-07-17,Tomato,Kolhapur,1770.2,109.87
2023-07-18,Tomato,Kolhapur,1555.59,93.19
2023-07-19,Tomato,Kolhapur,1682.46,97.84
2023-07-20,Tomato,Kolhapur,1446.58,96.76
2023-07-21,Tomato,Kolhapur,1600.54,113.74
2023-07-22,Tomato,Kolhapur,1594.15,109.58
2023-07-23,Tomato,Kolhapur,1478.14,96.19
2023-07-24,Tomato,Kolhapur,1529.29,101.08
2023-07-25,Tomato,Kolhapur,1388.19,107.47
2023-07-26,Tomato,Kolhapur,1587.92,94.11
2023-07-27,Tomato,Kolhapur,1692.47,77.0
2023-07-28,Tomato,Kolhapur,1400.0,98.89
2023-07-29,Tomato,Kolhapur,1594.52,102.89
2023-07-30,Tomato,Kolhapur,1386.44,79.94
2023-07-31,Tomato,Kolhapur,1347.34,83.29
2023-08-01,Tomato,Kolhapur,1591.57,83.93
2023-08-02,Tomato,Kolhapur,1565.46,109.02
2023-08-03,Tomato,Kolhapur,1623.84,87.81
2023-08-04,Tomato,Kolhapur,1526.52,104.24
2023-08-05,Tomato,Kolhapur,1490.02,103.59
2023-08-06,Tomato,Kolhapur,1573.28,111.54
2023-08-07,Tomato,Kolhapur,1469.14,97.82
2023-08-08,Tomato,Kolhapur,1397.75,108.1
2023-08-09,Tomato,Kolhapur,1490.56,102.49
2023-08-10,Tomato,Kolhapur,1306.23,106.66
2023-08-11,Tomato,Kolhapur,1395.34,107.89
2023-08-12,Tomato,Kolhapur,1760.31,99.52
2023-08-13,Tomato,Kolhapur,1604.86,89.02
2023-08-14,Tomato,Kolhapur,1453.47,123.77
2023-08-15,Tomato,Kolhapur,1258.69,109.63
2023-08-16,Tomato,Kolhapur,1520.36,101.58
2023-08-17,Tomato,Kolhapur,1375.32,100.79
2023-08-18,Tomato,Kolhapur,1478.94,80.77
2023-08-19,Tomato,Kolhapur,1453.71,116.22
2023-08-20,Tomato,Kolhapur,1393.01,84.36
2023-08-21,Tomato,Kolhapur,1372.78,106.71
2023-08-22,Tomato,Kolhapur,1302.84,111.83
2023-08-23,Tomato,Kolhapur,1450.52,123.5
2023-08-24,Tomato,Kolhapur,1407.97,108.84
2023-08-25,Tomato,Kolhapur,1359.59,101.94
2023-08-26,Tomato,Kolhapur,1508.2,99.63
2023-08-27,Tomato,Kolhapur,1520.92,101.94
2023-08-28,Tomato,Kolhapur,1282.55,101.78
2023-08-29,Tomato,Kolhapur,1708.16,93.65
2023-08-30,Tomato,Kolhapur,1222.3,97.51
2023-08-31,Tomato,Kolhapur,1328.83,96.93
2023-09-01,Tomato,Kolhapur,1280.75,134.19
2023-09-02,Tomato,Kolhapur,1490.76,100.85
2023-09-03,Tomato,Kolhapur,1338.92,107.5
2023-09-04,Tomato,Kolhapur,1621.53,85.64
2023-09-05,Tomato,Kolhapur,1217.07,124.81
2023-09-06,Tomato,Kolhapur,1525.86,124.22
2023-09-07,Tomato,Kolhapur,1361.2,103.9
2023-09-08,Tomato,Kolhapur,1643.62,106.67
2023-09-09,Tomato,Kolhapur,1390.65,115.4
2023-09-10,Tomato,Kolhapur,1347.3,114.11
2023-09-11,Tomato,Kolhapur,1432.65,118.69
2023-09-12,Tomato,Kolhapur,1279.14,117.65
2023-09-13,Tomato,Kolhapur,1256.27,141.36
2023-09-14,Tomato,Kolhapur,1344.95,84.86
2023-09-15,Tomato,Kolhapur,1727.59,86.56
2023-09-16,Tomato,Kolhapur,1404.81,81.86
2023-09-17,Tomato,Kolhapur,1386.22,133.12
2023-09-18,Tomato,Kolhapur,1476.39,78.91
2023-09-19,Tomato,Kolhapur,1299.5,125.27
2023-09-20,Tomato,Kolhapur,1466.81,97.52
2023-09-21,Tomato,Kolhapur,1437.46,88.01
2023-09-22,Tomato,Kolhapur,1232.42,76.78
2023-09-23,Tomato,Kolhapur,1499.82,101.91
2023-09-24,Tomato,Kolhapur,1388.86,61.88
2023-09-25,Tomato,Kolhapur,1382.02,116.46
2023-09-26,Tomato,Kolhapur,1136.93,118.67
2023-09-27,Tomato,Kolhapur,1379.44,101.32
2023-09-28,Tomato,Kolhapur,1544.14,117.73
2023-09-29,Tomato,Kolhapur,1785.21,73.88
2023-09-30,Tomato,Kolhapur,1438.45,128.44
2023-10-01,Tomato,Kolhapur,1303.94,136.69
2023-10-02,Tomato,Kolhapur,1430.83,80.05
2023-10-03,Tomato,Kolhapur,1232.85,105.46
2023-10-04,Tomato,Kolhapur,1376.73,126.99
2023-10-05,Tomato,Kolhapur,1376.77,126.4
2023-10-06,Tomato,Kolhapur,1400.77,107.63
2023-10-07,Tomato,Kolhapur,1353.12,124.09
2023-10-08,Tomato,Kolhapur,1404.09,96.33
2023-10-09,Tomato,Kolhapur,1428.86,99.47
2023-10-10,Tomato,Kolhapur,1328.02,128.1
2023-10-11,Tomato,Kolhapur,1370.98,140.66
2023-10-12,Tomato,Kolhapur,1478.97,92.83
2023-10-13,Tomato,Kolhapur,1291.3,93.22
2023-10-14,Tomato,Kolhapur,1464.89,92.04
2023-10-15,Tomato,Kolhapur,1121.11,93.86
2023-10-16,Tomato,Kolhapur,1261.36,118.08
2023-10-17,Tomato,Kolhapur,1384.86,122.23
2023-10-18,Tomato,Kolhapur,1286.89,107.14
2023-10-19,Tomato,Kolhapur,1606.47,94.1
2023-10-20,Tomato,Kolhapur,1424.82,96.64
2023-10-21,Tomato,Kolhapur,1371.96,115.73
2023-10-22,Tomato,Kolhapur,1479.08,106.09
2023-10-23,Tomato,Kolhapur,1370.31,110.62
2023-10-24,Tomato,Kolhapur,1314.47,107.67
2023-10-25,Tomato,Kolhapur,1444.06,120.52
2023-10-26,Tomato,Kolhapur,1296.22,108.97
2023-10-27,Tomato,Kolhapur,1286.46,105.35
2023-10-28,Tomato,Kolhapur,1528.66,94.29
2023-10-29,Tomato,Kolhapur,1398.67,88.98
2023-10-30,Tomato,Kolhapur,1344.49,86.47
2023-10-31,Tomato,Kolhapur,1446.96,111.12
2023-11-01,Tomato,Kolhapur,1455.67,111.27
2023-11-02,Tomato,Kolhapur,1457.68,82.28
2023-11-03,Tomato,Kolhapur,1324.34,76.85
2023-11-04,Tomato,Kolhapur,1365.14,95.81
2023-11-05,Tomato,Kolhapur,1418.06,143.65
2023-11-06,Tomato,Kolhapur,1518.57,125.68
2023-11-07,Tomato,Kolhapur,1525.3,100.97
2023-11-08,Tomato,Kolhapur,1427.65,119.34
2023-11-09,Tomato,Kolhapur,1460.74,100.73
2023-11-10,Tomato,Kolhapur,1604.29,105.98
2023-11-11,Tomato,Kolhapur,1264.32,110.2
2023-11-12,Tomato,Kolhapur,1443.63,99.67
2023-11-13,Tomato,Kolhapur,1393.7,101.47
2023-11-14,Tomato,Kolhapur,1228.11,84.92
2023-11-15,Tomato,Kolhapur,1366.26,102.82
2023-11-16,Tomato,Kolhapur,1286.39,96.66
2023-11-17,Tomato,Kolhapur,1419.21,122.18
2023-11-18,Tomato,Kolhapur,1567.95,115.74
2023-11-19,Tomato,Kolhapur,1333.43,106.81
2023-11-20,Tomato,Kolhapur,1605.55,72.79
2023-11-21,Tomato,Kolhapur,1404.78,110.62
2023-11-22,Tomato,Kolhapur,1257.98,119.59
2023-11-23,Tomato,Kolhapur,1650.94,115.81
2023-11-24,Tomato,Kolhapur,1446.72,117.83
2023-11-25,Tomato,Kolhapur,1264.88,117.06
2023-11-26,Tomato,Kolhapur,1437.1,103.75
2023-11-27,Tomato,Kolhapur,1488.97,109.74
2023-11-28,Tomato,Kolhapur,1305.15,96.57
2023-11-29,Tomato,Kolhapur,1451.57,78.74
2023-11-30,Tomato,Kolhapur,1501.74,115.9
2023-12-01,Tomato,Kolhapur,1655.3,98.71
2023-12-02,Tomato,Kolhapur,1717.62,94.25
2023-12-03,Tomato,Kolhapur,1343.48,108.9
2023-12-04,Tomato,Kolhapur,1472.67,112.32
2023-12-05,Tomato,Kolhapur,1532.92,105.15
2023-12-06,Tomato,Kolhapur,1619.59,92.25
2023-12-07,Tomato,Kolhapur,1571.35,104.84
2023-12-08,Tomato,Kolhapur,1523.54,101.55
2023-12-09,Tomato,Kolhapur,1360.5,105.25
2023-12-10,Tomato,Kolhapur,1493.49,92.9
2023-12-11,Tomato,Kolhapur,1356.55,100.87
2023-12-12,Tomato,Kolhapur,1465.94,84.74
2023-12-13,Tomato,Kolhapur,1365.05,77.5
2023-12-14,Tomato,Kolhapur,1564.71,115.56
2023-12-15,Tomato,Kolhapur,1534.54,96.03
2023-12-16,Tomato,Kolhapur,1369.13,75.64
2023-12-17,Tomato,Kolhapur,1535.31,111.3
2023-12-18,Tomato,Kolhapur,1442.73,121.6
2023-12-19,Tomato,Kolhapur,1463.31,121.22
2023-12-20,Tomato,Kolhapur,1455.66,65.31
2023-12-21,Tomato,Kolhapur,1627.9,84.52
2023-12-22,Tomato,Kolhapur,1371.04,115.86
2023-12-23,Tomato,Kolhapur,1452.82,84.17
2023-12-24,Tomato,Kolhapur,1720.33,91.6
2023-12-25,Tomato,Kolhapur,1394.17,100.77
2023-12-26,Tomato,Kolhapur,1825.71,92.14
2023-12-27,Tomato,Kolhapur,1496.22,111.15
2023-12-28,Tomato,Kolhapur,1522.16,94.95
2023-12-29,Tomato,Kolhapur,1501.35,116.24
2023-12-30,Tomato,Kolhapur,1606.93,120.54
2023-12-31,Tomato,Kolhapur,1623.83,121.44
2024-01-01,Tomato,Kolhapur,1668.45,92.84
2024-01-02,Tomato,Kolhapur,1577.64,127.79
2024-01-03,Tomato,Kolhapur,1753.78,116.53
2024-01-04,Tomato,Kolhapur,1479.87,76.16
2024-01-05,Tomato,Kolhapur,1503.01,105.84
2024-01-06,Tomato,Kolhapur,1530.15,102.69
2024-01-07,Tomato,Kolhapur,1556.9,74.73
2024-01-08,Tomato,Kolhapur,1665.92,97.31
2024-01-09,Tomato,Kolhapur,1777.38,94.78
2024-01-10,Tomato,Kolhapur,1715.18,82.58
2024-01-11,Tomato,Kolhapur,1666.29,108.96
2024-01-12,Tomato,Kolhapur,1694.78,92.29
2024-01-13,Tomato,Kolhapur,1673.44,105.88
2024-01-14,Tomato,Kolhapur,1778.9,83.91
2024-01-15,Tomato,Kolhapur,1504.05,90.85
2024-01-16,Tomato,Kolhapur,1658.84,97.19
2024-01-17,Tomato,Kolhapur,1719.97,107.14
2024-01-18,Tomato,Kolhapur,1421.76,99.39
2024-01-19,Tomato,Kolhapur,1676.72,113.14
2024-01-20,Tomato,Kolhapur,1648.1,118.04
2024-01-21,Tomato,Kolhapur,1723.9,100.24
2024-01-22,Tomato,Kolhapur,1647.72,97.2
2024-01-23,Tomato,Kolhapur,1703.83,92.4
2024-01-24,Tomato,Kolhapur,1800.8,104.64
2024-01-25,Tomato,Kolhapur,1814.2,75.31
2024-01-26,Tomato,Kolhapur,1544.83,109.01
2024-01-27,Tomato,Kolhapur,1666.97,100.68
2024-01-28,Tomato,Kolhapur,1545.62,79.79
2024-01-29,Tomato,Kolhapur,1710.66,83.66
2024-01-30,Tomato,Kolhapur,1771.45,83.39
2024-01-31,Tomato,Kolhapur,1582.24,66.19
2024-02-01,Tomato,Kolhapur,1841.39,100.29
2024-02-02,Tomato,Kolhapur,1515.12,72.91
2024-02-03,Tomato,Kolhapur,1625.84,112.66
2024-02-04,Tomato,Kolhapur,1637.09,94.89
2024-02-05,Tomato,Kolhapur,1822.03,75.77
2024-02-06,Tomato,Kolhapur,1624.09,101.81
2024-02-07,Tomato,Kolhapur,1675.07,83.32
2024-02-08,Tomato,Kolhapur,1796.28,99.4
2024-02-09,Tomato,Kolhapur,1813.95,88.62
2024-02-10,Tomato,Kolhapur,1505.42,103.42
2024-02-11,Tomato,Kolhapur,1578.71,69.93
2024-02-12,Tomato,Kolhapur,1688.92,97.45
2024-02-13,Tomato,Kolhapur,1916.2,68.75
2024-02-14,Tomato,Kolhapur,1808.14,67.17
2024-02-15,Tomato,Kolhapur,1881.74,77.7
2024-02-16,Tomato,Kolhapur,1691.55,90.99
2024-02-17,Tomato,Kolhapur,1825.16,68.72
2024-02-18,Tomato,Kolhapur,1715.11,85.26
2024-02-19,Tomato,Kolhapur,2002.43,67.11
2024-02-20,Tomato,Kolhapur,1431.04,131.66
2024-02-21,Tomato,Kolhapur,1802.02,79.59
2024-02-22,Tomato,Kolhapur,1741.32,81.81
2024-02-23,Tomato,Kolhapur,1512.43,100.52
2024-02-24,Tomato,Kolhapur,1728.74,99.42
2024-02-25,Tomato,Kolhapur,1634.54,86.48
2024-02-26,Tomato,Kolhapur,1708.05,80.45
2024-02-27,Tomato,Kolhapur,1891.54,100.56
2024-02-28,Tomato,Kolhapur,1695.06,103.7
2024-02-29,Tomato,Kolhapur,1610.16,92.15
2024-03-01,Tomato,Kolhapur,1936.12,95.72
2024-03-02,Tomato,Kolhapur,1796.87,86.23
2024-03-03,Tomato,Kolhapur,1758.78,71.1
2024-03-04,Tomato,Kolhapur,1726.59,100.06
2024-03-05,Tomato,Kolhapur,1763.76,92.53
2024-03-06,Tomato,Kolhapur,1689.88,82.27
2024-03-07,Tomato,Kolhapur,1649.92,93.71
2024-03-08,Tomato,Kolhapur,1859.3,76.23
2024-03-09,Tomato,Kolhapur,1777.4,92.62
2024-03-10,Tomato,Kolhapur,1885.38,88.27
2024-03-11,Tomato,Kolhapur,1596.43,131.5
2024-03-12,Tomato,Kolhapur,1892.72,95.02
2024-03-13,Tomato,Kolhapur,1708.15,90.37
2024-03-14,Tomato,Kolhapur,1607.56,94.17
2024-03-15,Tomato,Kolhapur,1800.31,91.09
2024-03-16,Tomato,Kolhapur,1990.45,93.93
2024-03-17,Tomato,Kolhapur,1897.85,95.67
2024-03-18,Tomato,Kolhapur,1801.34,98.25
2024-03-19,Tomato,Kolhapur,1544.47,97.8
2024-03-20,Tomato,Kolhapur,1615.53,81.16
2024-03-21,Tomato,Kolhapur,1927.13,70.25
2024-03-22,Tomato,Kolhapur,1625.63,104.3
2024-03-23,Tomato,Kolhapur,1776.74,99.1
2024-03-24,Tomato,Kolhapur,1996.15,92.23
2024-03-25,Tomato,Kolhapur,1599.77,113.48
2024-03-26,Tomato,Kolhapur,1759.79,95.61
2024-03-27,Tomato,Kolhapur,1588.06,107.51
2024-03-28,Tomato,Kolhapur,1630.51,106.27
2024-03-29,Tomato,Kolhapur,1700.11,106.31
2024-03-30,Tomato,Kolhapur,1631.55,74.81
2024-03-31,Tomato,Kolhapur,1722.03,98.59
2024-04-01,Tomato,Kolhapur,1649.56,100.55
2024-04-02,Tomato,Kolhapur,1891.84,67.95
2024-04-03,Tomato,Kolhapur,1811.42,99.12
2024-04-04,Tomato,Kolhapur,1763.44,91.71
2024-04-05,Tomato,Kolhapur,1617.26,105.35
2024-04-06,Tomato,Kolhapur,1793.37,94.01
2024-04-07,Tomato,Kolhapur,2033.41,79.04
2024-04-08,Tomato,Kolhapur,1823.94,109.84
2024-04-09,Tomato,Kolhapur,1778.94,81.57
2024-04-10,Tomato,Kolhapur,1832.0,79.93
2024-04-11,Tomato,Kolhapur,1927.51,94.1
2024-04-12,Tomato,Kolhapur,1679.6,77.59
2024-04-13,Tomato,Kolhapur,1800.96,95.27
2024-04-14,Tomato,Kolhapur,1632.05,109.98
2024-04-15,Tomato,Kolhapur,1860.42,94.19
2024-04-16,Tomato,Kolhapur,1870.63,73.81
2024-04-17,Tomato,Kolhapur,1666.97,92.91
2024-04-18,Tomato,Kolhapur,1701.6,102.95
2024-04-19,Tomato,Kolhapur,1873.33,77.99
2024-04-20,Tomato,Kolhapur,1671.42,109.45
2024-04-21,Tomato,Kolhapur,1656.54,92.94
2024-04-22,Tomato,Kolhapur,1651.96,88.52
2024-04-23,Tomato,Kolhapur,1591.09,119.07
2024-04-24,Tomato,Kolhapur,1891.99,75.69
2024-04-25,Tomato,Kolhapur,1824.69,68.96
2024-04-26,Tomato,Kolhapur,1842.28,76.53
2024-04-27,Tomato,Kolhapur,1912.28,94.65
2024-04-28,Tomato,Kolhapur,1720.75,88.53
2024-04-29,Tomato,Kolhapur,1780.34,78.41
2024-04-30,Tomato,Kolhapur,1896.33,92.22
2024-05-01,Tomato,Kolhapur,1875.35,51.72
2024-05-02,Tomato,Kolhapur,1759.79,96.81
2024-05-03,Tomato,Kolhapur,1755.63,93.59
2024-05-04,Tomato,Kolhapur,1715.65,128.71
2024-05-05,Tomato,Kolhapur,1781.46,94.06
2024-05-06,Tomato,Kolhapur,1862.7,80.59
2024-05-07,Tomato,Kolhapur,1593.76,113.34
2024-05-08,Tomato,Kolhapur,1706.22,115.64
2024-05-09,Tomato,Kolhapur,1899.89,52.64
2024-05-10,Tomato,Kolhapur,1750.66,109.6
2024-05-11,Tomato,Kolhapur,1529.15,107.81
2024-05-12,Tomato,Kolhapur,1816.48,90.0
2024-05-13,Tomato,Kolhapur,1729.54,112.27
2024-05-14,Tomato,Kolhapur,1553.57,113.8
2024-05-15,Tomato,Kolhapur,1785.65,111.58
2024-05-16,Tomato,Kolhapur,1614.34,121.06
2024-05-17,Tomato,Kolhapur,1559.04,96.16
2024-05-18,Tomato,Kolhapur,1583.57,111.01
2024-05-19,Tomato,Kolhapur,1629.18,115.33
2024-05-20,Tomato,Kolhapur,1515.46,96.18
2024-05-21,Tomato,Kolhapur,1929.73,74.88
2024-05-22,Tomato,Kolhapur,1839.87,100.33
2024-05-23,Tomato,Kolhapur,1553.16,104.52
2024-05-24,Tomato,Kolhapur,1890.77,81.7
2024-05-25,Tomato,Kolhapur,1621.76,103.54
2024-05-26,Tomato,Kolhapur,1675.98,74.0
2024-05-27,Tomato,Kolhapur,1672.3,89.31
2024-05-28,Tomato,Kolhapur,1679.96,60.23
2024-05-29,Tomato,Kolhapur,1736.87,69.5
2024-05-30,Tomato,Kolhapur,1779.82,108.37
2024-05-31,Tomato,Kolhapur,1448.98,124.95
2024-06-01,Tomato,Kolhapur,1670.23,112.83
2024-06-02,Tomato,Kolhapur,1792.97,70.08
2024-06-03,Tomato,Kolhapur,1575.81,124.66
